"region","year","week","percent_unweighted_ili","ilitotal","num_of_providers","total_patients","total_specimens","total_a","total_b","percent_positive"
"Minnesota",2019,41,2.33836,183,21,7826,325,1,0,0.31
"Minnesota",2019,42,2.21124,179,21,8095,375,2,1,0.8
"Minnesota",2019,43,2.39513,181,21,7557,312,1,1,0.64
"Minnesota",2019,44,2.40882,177,20,7348,353,2,1,0.85
"Minnesota",2019,45,2.27738,178,20,7816,342,1,0,0.29
"Minnesota",2019,46,2.43498,191,21,7844,361,4,1,1.39
"Minnesota",2019,47,2.72668,209,20,7665,365,3,4,1.92
"Minnesota",2019,48,4.05946,213,20,5247,339,12,6,5.31
"Minnesota",2019,49,3.52987,273,20,7734,409,15,8,5.62
"Minnesota",2019,50,3.53594,242,19,6844,460,20,17,8.04
"Minnesota",2019,51,5.65083,402,20,7114,613,21,62,13.54
"Minnesota",2019,52,9.71059,255,20,2626,707,45,91,19.24
"Minnesota",2020,1,3.72651,230,23,6172,764,49,92,18.46
"Minnesota",2020,2,3.64561,337,24,9244,750,35,60,12.67
"Minnesota",2020,3,3.26559,286,24,8758,612,46,64,17.97
"Minnesota",2020,4,3.91969,369,24,9414,689,54,81,19.59
"Minnesota",2020,5,4.84546,486,24,10030,647,85,52,21.17
"Minnesota",2020,6,5.36212,519,24,9679,737,111,50,21.85
"Minnesota",2020,7,5.99132,511,22,8529,699,129,50,25.61
"Minnesota",2020,8,5.2173,479,22,9181,704,138,28,23.58
"Minnesota",2020,9,5.40012,525,23,9722,726,162,11,23.83
"Minnesota",2020,10,5.17835,466,22,8999,769,149,16,21.46
"Minnesota",2020,11,4.38227,343,22,7827,879,133,17,17.06
"Minnesota",2020,12,3.6166,183,21,5060,602,37,4,6.81
"Minnesota",2020,13,2.31867,78,19,3364,421,10,0,2.38
"Minnesota",2020,14,2.19103,64,19,2921,301,4,0,1.33
"Minnesota",2020,15,1.55878,72,23,4619,240,0,0,0
"Minnesota",2020,16,1.25899,63,24,5004,191,0,0,0
"Minnesota",2020,17,1.48632,82,23,5517,159,0,0,0
"Minnesota",2020,18,1.62215,99,23,6103,161,0,0,0
"Minnesota",2020,19,1.87751,126,24,6711,137,1,0,0.73
"Minnesota",2020,20,1.00996,70,22,6931,141,0,0,0
"Minnesota",2020,21,0.438532,30,20,6841,111,0,0,0
"Minnesota",2020,22,0.490948,32,21,6518,97,0,0,0
"Minnesota",2020,23,0.507005,38,20,7495,105,0,0,0
"Minnesota",2020,24,0.515929,40,21,7753,106,0,0,0
"Minnesota",2020,25,0.503746,39,19,7742,97,0,0,0
"Minnesota",2020,26,0.509536,35,18,6869,87,0,0,0
"Minnesota",2020,27,0.739125,61,21,8253,76,0,0,0
"Minnesota",2020,28,0.73128,71,21,9709,86,0,0,0
"Minnesota",2020,29,0.75188,74,22,9842,79,0,0,0
"Minnesota",2020,30,0.937335,89,22,9495,105,0,0,0
"Minnesota",2020,31,0.672252,65,22,9669,62,0,0,0
"Minnesota",2020,32,0.766937,72,21,9388,72,0,0,0
"Minnesota",2020,33,0.797989,73,20,9148,77,0,0,0
"Minnesota",2020,34,0.586214,58,22,9894,78,0,0,0
"Minnesota",2020,35,0.809157,82,22,10134,82,0,0,0
"Minnesota",2020,36,0.340874,33,21,9681,74,0,0,0
"Minnesota",2020,37,0.78835,72,22,9133,92,0,0,0
"Minnesota",2020,38,0.988887,105,21,10618,100,0,0,0
"Minnesota",2020,39,1.06907,128,21,11973,97,0,0,0
"Minnesota",2020,40,0.794809,207,47,26044,139,0,0,0
"Minnesota",2020,41,0.996807,256,47,25682,217,1,0,0.46
"Minnesota",2020,42,0.829221,205,49,24722,207,0,0,0
"Minnesota",2020,43,0.498065,130,50,26101,247,0,0,0
"Minnesota",2020,44,0.553265,208,82,37595,322,1,0,0.31
"Minnesota",2020,45,0.698053,270,83,38679,245,0,0,0
"Minnesota",2020,46,0.646858,246,83,38030,321,0,0,0
"Minnesota",2020,47,0.503564,195,84,38724,359,0,0,0
"Minnesota",2020,48,0.418028,119,79,28467,382,0,0,0
"Minnesota",2020,49,0.332557,110,77,33077,441,0,0,0
"Minnesota",2020,50,0.251529,88,80,34986,441,0,0,0
"Minnesota",2020,51,0.141628,52,77,36716,447,1,1,0.45
"Minnesota",2020,52,0.129844,32,77,24645,432,1,0,0.23
"Minnesota",2020,53,0.153898,41,78,26641,414,0,0,0
"Minnesota",2021,1,0.242453,93,78,38358,441,0,0,0
"Minnesota",2021,2,0.174377,64,78,36702,427,0,0,0
"Minnesota",2021,3,0.181794,67,77,36855,443,0,0,0
"Minnesota",2021,4,0.288248,104,80,36080,482,0,0,0
"Minnesota",2021,5,0.335646,119,78,35454,237,1,1,0.84
"Minnesota",2021,6,0.23463,94,79,40063,483,0,0,0
"Minnesota",2021,7,0.29999,119,80,39668,530,0,0,0
"Minnesota",2021,8,0.269491,115,79,42673,538,0,2,0.37
"Minnesota",2021,9,0.349345,148,79,42365,608,0,0,0
"Minnesota",2021,10,0.26828,102,78,38020,556,1,1,0.36
"Minnesota",2021,11,0.427115,155,77,36290,652,0,0,0
"Minnesota",2021,12,0.337838,139,77,41144,623,1,0,0.16
"Minnesota",2021,13,0.350746,141,78,40200,358,0,0,0
"Minnesota",2021,14,0.359184,137,78,38142,659,0,0,0
"Minnesota",2021,15,0.426968,167,78,39113,732,0,0,0
"Minnesota",2021,16,0.422641,163,77,38567,773,0,0,0
"Minnesota",2021,17,0.471968,173,77,36655,808,0,0,0
"Minnesota",2021,18,0.460043,178,79,38692,732,0,0,0
"Minnesota",2021,19,0.43984,180,77,40924,746,0,0,0
"Minnesota",2021,20,0.505586,210,77,41536,793,0,0,0
"Minnesota",2021,21,0.379858,152,76,40015,664,0,0,0
"Minnesota",2021,22,0.564132,167,74,29603,695,0,0,0
"Minnesota",2021,23,0.554189,205,74,36991,732,0,0,0
"Minnesota",2021,24,0.49497,185,76,37376,767,1,0,0.13
"Minnesota",2021,25,0.425014,157,76,36940,848,0,0,0
"Minnesota",2021,26,0.425129,157,75,36930,900,0,0,0
"Minnesota",2021,27,0.388845,122,77,31375,884,0,0,0
"Minnesota",2021,28,0.328817,124,75,37711,791,0,0,0
"Minnesota",2021,29,0.401424,150,76,37367,883,0,0,0
"Minnesota",2021,30,0.504621,190,75,37652,946,0,0,0
"Minnesota",2021,31,0.600601,224,74,37296,1159,0,0,0
"Minnesota",2021,32,0.508073,191,74,37593,1200,0,0,0
"Minnesota",2021,33,0.494919,188,74,37986,1732,0,0,0
"Minnesota",2021,34,0.427841,164,74,38332,1701,0,0,0
"Minnesota",2021,35,0.424866,163,75,38365,1612,1,1,0.12
"Minnesota",2021,36,0.598859,189,75,31560,1409,0,0,0
"Minnesota",2021,37,0.895024,354,75,39552,1589,0,0,0
"Minnesota",2021,38,1.42057,383,59,26961,1860,2,2,0.22
"Minnesota",2021,39,1.21867,388,60,31838,1931,6,0,0.31
"Minnesota",2021,40,4.64811,1702,72,36617,1715,3,1,0.23
"Minnesota",2021,41,4.0137,1594,75,39714,1433,1,1,0.14
"Minnesota",2021,42,3.75369,1424,75,37936,1413,2,0,0.14
"Minnesota",2021,43,4.01662,1585,75,39461,1488,2,0,0.13
"Minnesota",2021,44,4.16251,1670,75,40120,1785,5,1,0.34
"Minnesota",2021,45,4.21393,1679,75,39844,3276,4,0,0.12
"Minnesota",2021,46,4.21941,1720,75,40764,4262,5,1,0.14
"Minnesota",2021,47,5.29403,1453,73,27446,3344,8,0,0.24
"Minnesota",2021,48,4.34585,1722,75,39624,4823,135,1,2.82
"Minnesota",2021,49,4.45226,1709,76,38385,5243,304,1,5.82
"Minnesota",2021,50,5.02203,1949,76,38809,5915,693,0,11.72
"Minnesota",2021,51,6.0608,1916,75,31613,5853,877,0,14.98
"Minnesota",2021,52,6.63971,1839,75,27697,6411,746,3,11.68
"Minnesota",2022,1,2.74996,1060,74,38546,7647,478,0,6.25
"Minnesota",2022,2,2.40197,974,74,40550,5595,290,0,5.18
"Minnesota",2022,3,2.05576,730,75,35510,7720,315,0,4.08
"Minnesota",2022,4,1.67997,587,74,34941,7285,211,0,2.9
"Minnesota",2022,5,1.31311,439,73,33432,3374,78,0,2.31
"Minnesota",2022,6,1.28705,436,74,33876,2810,100,0,3.56
"Minnesota",2022,7,1.20556,414,73,34341,2359,100,0,4.24
"Minnesota",2022,8,1.22571,386,73,31492,1761,67,0,3.8
"Minnesota",2022,9,1.28692,454,73,35278,1223,54,0,4.42
"Minnesota",2022,10,1.39005,450,75,32373,1099,36,0,3.28
"Minnesota",2022,11,1.1712,452,75,38593,1189,50,0,4.21
"Minnesota",2022,12,1.23149,449,74,36460,1252,47,0,3.75
"Minnesota",2022,13,1.22997,456,74,37074,1169,58,0,4.96
"Minnesota",2022,14,1.3418,486,74,36220,1234,63,0,5.11
"Minnesota",2022,15,1.30594,471,74,36066,1318,71,0,5.39
"Minnesota",2022,16,1.41921,494,73,34808,1354,93,0,6.87
"Minnesota",2022,17,1.3077,453,72,34641,1600,116,0,7.25
"Minnesota",2022,18,1.32869,465,73,34997,1194,109,0,9.13
"Minnesota",2022,19,1.30607,405,68,31009,1779,93,1,5.28
"Minnesota",2022,20,1.05972,381,73,35953,1436,42,0,2.92
"Minnesota",2022,21,1.03667,324,69,31254,1419,56,0,3.95
"Minnesota",2022,22,1.05365,261,70,24771,1475,49,0,3.32
"Minnesota",2022,23,0.836971,255,69,30467,1354,34,1,2.58
"Minnesota",2022,24,0.462152,153,63,33106,1211,21,0,1.73
"Minnesota",2022,25,0.603832,202,72,33453,1095,20,1,1.92
"Minnesota",2022,26,0.736144,242,73,32874,863,8,1,1.04
"Minnesota",2022,27,0.84296,216,72,25624,793,4,0,0.5
"Minnesota",2022,28,0.71629,245,72,34204,936,8,1,0.96
"Minnesota",2022,29,0.639531,214,72,33462,1069,2,1,0.28
"Minnesota",2022,30,0.743169,229,68,30814,904,5,1,0.66
"Minnesota",2022,31,0.732146,224,69,30595,864,2,0,0.23
"Minnesota",2022,32,0.720809,221,69,30660,888,1,0,0.11
"Minnesota",2022,33,0.661189,202,69,30551,907,5,1,0.66
"Minnesota",2022,34,0.670766,216,70,32202,894,0,0,0
"Minnesota",2022,35,0.738797,214,69,28966,970,1,0,0.1
"Minnesota",2022,36,0.908511,228,70,25096,1063,3,1,0.38
"Minnesota",2022,37,1.12719,352,70,31228,1185,1,0,0.08
"Minnesota",2022,38,1.26518,426,70,33671,1377,6,1,0.51
"Minnesota",2022,39,1.51742,537,70,35389,1420,11,1,0.85
"Minnesota",2022,40,1.63924,525,69,32027,1621,17,3,1.23
"Minnesota",2022,41,1.78213,612,70,34341,1606,22,1,1.43
"Minnesota",2022,42,1.86356,610,70,32733,1745,109,0,6.25
"Minnesota",2022,43,2.00755,729,70,36313,2110,227,0,10.76
"Minnesota",2022,44,2.42012,890,70,36775,2525,695,1,27.56
"Minnesota",2022,45,3.35347,1221,70,36410,2917,1089,2,37.4
"Minnesota",2022,46,4.43278,1681,71,37922,2920,1225,2,42.02
"Minnesota",2022,47,6.11175,1749,70,28617,2308,1061,3,46.1
"Minnesota",2022,48,5.07033,1950,71,38459,3674,1196,2,32.61
"Minnesota",2022,49,4.64284,1712,71,36874,2986,689,4,23.21
"Minnesota",2022,50,4.16788,1430,70,34310,2250,380,2,16.98
"Minnesota",2022,51,2.53356,770,70,30392,2151,264,1,12.32
"Minnesota",2022,52,2.47454,605,71,24449,1895,129,2,6.91
"Minnesota",2023,1,1.66801,456,70,27338,1285,59,1,4.67
"Minnesota",2023,2,1.24371,415,69,33368,1161,35,2,3.19
"Minnesota",2023,3,1.29774,439,71,33828,1717,37,5,2.45
"Minnesota",2023,4,1.42153,493,71,34681,1793,24,8,1.78
"Minnesota",2023,5,1.38517,461,70,33281,1728,19,4,1.33
"Minnesota",2023,6,1.36151,462,70,33933,1729,9,7,0.93
"Minnesota",2023,7,1.44179,483,69,33500,1818,8,8,0.88
"Minnesota",2023,8,1.28061,398,70,31079,1613,4,2,0.37
"Minnesota",2023,9,1.34144,472,69,35186,1562,5,12,1.09
"Minnesota",2023,10,1.24066,420,71,33853,1526,6,17,1.51
"Minnesota",2023,11,1.40139,467,68,33324,1475,3,13,1.08
"Minnesota",2023,12,1.32907,474,68,35664,1613,4,20,1.49
"Minnesota",2023,13,1.51336,525,68,34691,1703,5,34,2.29
"Minnesota",2023,14,1.52123,455,67,29910,1550,9,32,2.65
"Minnesota",2023,15,1.09187,377,67,34528,1408,4,38,2.98
"Minnesota",2023,16,1.1349,389,67,34276,1258,7,23,2.38
"Minnesota",2023,17,1.27949,448,67,35014,1329,15,24,2.93
"Minnesota",2023,18,1.21023,423,67,34952,1241,22,23,3.63
"Minnesota",2023,19,1.1114,386,67,34731,1229,13,13,2.12
"Minnesota",2023,20,1.18147,403,67,34110,1186,1,9,0.84
"Minnesota",2023,21,1.13798,393,67,34535,1062,6,7,1.22
"Minnesota",2023,22,1.7959,299,61,16649,1060,4,6,0.94
"Minnesota",2023,23,0.918787,286,63,31128,879,1,5,0.68
"Minnesota",2023,24,0.821141,252,67,30689,894,4,1,0.56
"Minnesota",2023,25,0.808087,247,68,30566,905,1,0,0.11
"Minnesota",2023,26,0.618785,201,67,32483,818,2,2,0.49
"Minnesota",2023,27,0.857854,193,67,22498,722,3,1,0.55
"Minnesota",2023,28,0.624035,198,69,31729,726,0,0,0
"Minnesota",2023,29,0.645615,202,69,31288,691,3,0,0.43
"Minnesota",2023,30,0.571842,182,68,31827,708,0,0,0
"Minnesota",2023,31,0.516703,172,68,33288,718,7,1,1.11
"Minnesota",2023,32,0.586583,190,66,32391,775,0,0,0
"Minnesota",2023,33,0.526511,170,68,32288,892,3,1,0.45
"Minnesota",2023,34,0.51593,171,67,33144,946,2,0,0.21
"Minnesota",2023,35,0.57888,190,69,32822,1036,3,1,0.39
"Minnesota",2023,36,0.544122,147,69,27016,1135,5,0,0.44
"Minnesota",2023,37,0.671712,229,68,34092,1415,7,0,0.49
"Minnesota",2023,38,0.878119,316,72,35986,1609,3,1,0.25
"Minnesota",2023,39,0.845948,304,70,35936,1414,0,2,0.14
"Minnesota",2023,40,0.729254,261,73,35790,1562,6,1,0.45
"Minnesota",2023,41,0.927501,338,74,36442,1382,7,1,0.58
"Minnesota",2023,42,0.95395,330,75,34593,1624,8,3,0.68
"Minnesota",2023,43,0.861952,317,74,36777,1693,7,0,0.41
"Minnesota",2023,44,0.939324,346,74,36835,1780,20,2,1.24
"Minnesota",2023,45,1.06438,392,73,36829,2003,16,3,0.95
"Minnesota",2023,46,1.04771,403,73,38465,2056,28,7,1.7
"Minnesota",2023,47,1.32968,379,74,28503,2028,31,5,1.78
"Minnesota",2023,48,1.23082,482,73,39161,2385,56,10,2.77
"Minnesota",2023,49,1.32461,500,73,37747,2492,114,12,5.06
"Minnesota",2023,50,1.59224,599,72,37620,2666,208,16,8.4
"Minnesota",2023,51,1.67901,603,72,35914,2692,237,15,9.36
"Minnesota",2023,52,2.12523,484,70,22774,2499,273,20,11.72
"Minnesota",2024,1,1.40092,409,70,29195,2557,214,15,8.96
"Minnesota",2024,2,1.70053,621,72,36518,2529,227,31,10.2
"Minnesota",2024,3,1.77583,619,71,34857,1733,277,28,17.6
"Minnesota",2024,4,2.31408,833,71,35997,2410,327,43,15.35
"Minnesota",2024,5,2.62292,980,71,37363,2354,332,57,16.53
"Minnesota",2024,6,2.51569,910,72,36173,2370,291,74,15.4
"Minnesota",2024,7,2.39413,861,71,35963,2473,296,87,15.49
"Minnesota",2024,8,2.23717,798,71,35670,2291,259,117,16.41
"Minnesota",2024,9,2.47272,902,71,36478,2352,177,124,12.8
"Minnesota",2024,10,2.31604,830,70,35837,2297,159,190,15.19
"Minnesota",2024,11,2.31433,823,71,35561,2282,151,199,15.34
"Minnesota",2024,12,1.89191,670,71,35414,2197,130,196,14.84
"Minnesota",2024,13,1.81388,582,72,32086,1933,78,146,11.59
"Minnesota",2024,14,1.76287,594,71,33695,1775,73,126,11.21
"Minnesota",2024,15,1.21421,391,71,32202,1792,45,91,7.59
"Minnesota",2024,16,1.05202,381,70,36216,1663,26,69,5.71
"Minnesota",2024,17,1.21715,402,71,33028,1611,24,63,5.4
"Minnesota",2024,18,0.99708,338,70,33899,1572,19,29,3.05
"Minnesota",2024,19,0.83056,272,71,32749,1457,11,16,1.85
"Minnesota",2024,20,0.72392,234,71,32324,1361,8,8,1.18
"Minnesota",2024,21,0.675092,211,70,31255,1372,6,4,0.73
"Minnesota",2024,22,0.520813,133,69,25537,1464,2,5,0.48
"Minnesota",2024,23,0.43654,149,70,34132,1158,9,5,1.21
"Minnesota",2024,24,0.406029,132,70,32510,1022,4,3,0.68
"Minnesota",2024,25,0.374368,111,70,29650,1020,2,2,0.39
"Minnesota",2024,26,0.448311,135,69,30113,773,0,0,0
"Minnesota",2024,27,0.432288,110,69,25446,830,2,0,0.24
"Minnesota",2024,28,0.352734,120,69,34020,1011,4,1,0.49
"Minnesota",2024,29,0.340863,110,69,32271,1135,2,0,0.18
"Minnesota",2024,30,0.246728,59,55,23913,1114,2,0,0.18
"Minnesota",2024,31,0.359786,122,69,33909,1071,2,1,0.28
"Minnesota",2024,32,0.387677,131,68,33791,1016,2,0,0.2
"Minnesota",2024,33,0.324305,111,69,34227,1134,1,0,0.09
"Minnesota",2024,34,0.379435,131,69,34525,1089,2,0,0.18
"Minnesota",2024,35,0.374806,128,69,34151,1030,4,0,0.39
"Minnesota",2024,36,0.497323,144,69,28955,1144,6,1,0.61
"Minnesota",2024,37,0.62995,206,68,32701,1365,9,1,0.73
"Minnesota",2024,38,0.871215,395,80,45339,1572,9,0,0.57
"Minnesota",2024,39,0.854682,379,78,44344,1420,1,1,0.14
"Minnesota",2024,40,0.883095,399,80,45182,1592,7,2,0.57
"Minnesota",2024,41,0.892544,407,80,45600,1663,6,0,0.36
"Minnesota",2024,42,1.05477,437,79,41431,1570,7,2,0.57
"Minnesota",2024,43,0.995475,484,81,48620,1569,4,2,0.38
"Minnesota",2024,44,1.08184,496,80,45848,1589,2,2,0.25
"Minnesota",2024,45,1.21141,545,80,44989,1640,15,0,0.91
"Minnesota",2024,46,1.31281,597,80,45475,1713,13,0,0.76
"Minnesota",2024,47,1.39415,652,80,46767,1761,17,2,1.08
"Minnesota",2024,48,1.37986,505,80,36598,1647,37,2,2.37
"Minnesota",2024,49,1.63807,737,79,44992,2017,54,6,2.97
"Minnesota",2024,50,1.75813,774,79,44024,2088,133,5,6.61
"Minnesota",2024,51,2.18512,814,80,37252,2601,350,7,13.73
"Minnesota",2024,52,5.24017,1488,78,28396,2880,614,8,21.6
"Minnesota",2025,1,4.81059,1661,80,34528,2990,670,7,22.64
"Minnesota",2025,2,4.46514,2009,79,44993,3317,858,11,26.2
"Minnesota",2025,3,5.75747,2541,81,44134,3681,1192,24,33.03
"Minnesota",2025,4,6.08324,2574,79,42313,3587,1141,11,32.12
"Minnesota",2025,5,4.91392,2172,80,44201,3381,990,25,30.02
"Minnesota",2025,6,4.29315,1830,78,42626,3097,761,16,25.09
"Minnesota",2025,7,3.38519,1410,79,41652,2578,543,43,22.73
"Minnesota",2025,8,2.6414,1055,79,39941,2470,347,65,16.68
"Minnesota",2025,9,2.07219,872,78,42081,2441,240,90,13.52
"Minnesota",2025,10,1.83965,740,78,40225,2165,148,103,11.59
"Minnesota",2025,11,1.62529,641,76,39439,2079,122,99,10.63
"Minnesota",2025,12,1.3851,553,78,39925,1918,76,88,8.55
"Minnesota",2025,13,1.52391,633,79,41538,1835,59,76,7.36
"Minnesota",2025,14,1.26589,515,79,40683,1642,36,91,7.73
"Minnesota",2025,15,1.27248,532,78,41808,1646,22,69,5.53
"Minnesota",2025,16,1.22927,510,79,41488,1578,16,72,5.58
"Minnesota",2025,17,1.15732,475,78,41043,1512,11,43,3.57
"Minnesota",2025,18,1.06286,456,80,42903,1496,12,23,2.34
"Minnesota",2025,19,0.882443,373,78,42269,1258,6,25,2.46
"Minnesota",2025,20,0.947844,390,79,41146,1276,6,13,1.49
"Minnesota",2025,21,0.877706,360,78,41016,1194,3,8,0.92
"Minnesota",2025,22,0.812433,287,79,35326,1062,1,5,0.56
"Minnesota",2025,23,0.791344,324,77,40943,1054,1,4,0.47
"Minnesota",2025,24,0.627425,249,78,39686,957,5,1,0.63
"Minnesota",2025,25,0.607911,235,79,38657,990,1,2,0.3
"Minnesota",2025,26,0.507254,186,79,36668,842,5,0,0.59
"Minnesota",2025,27,0.527524,177,79,33553,823,4,1,0.61
"Minnesota",2025,28,0.475615,177,79,37215,781,4,1,0.64
"Minnesota",2025,29,0.492958,182,78,36920,764,1,0,0.13
"Minnesota",2025,30,0.534372,192,78,35930,822,3,0,0.36
"Minnesota",2025,31,0.552249,206,79,37302,881,3,0,0.34
"Minnesota",2025,32,0.654058,240,79,36694,927,5,1,0.65
"Minnesota",2025,33,0.484668,153,66,31568,920,1,1,0.22
"Minnesota",2025,34,0.409331,103,50,25163,951,1,0,0.11
"Minnesota",2025,35,0.531647,169,66,31788,761,3,0,0.39
"Minnesota",2025,36,0.622132,183,65,29415,1091,6,0,0.55
"Minnesota",2025,37,0.700503,224,66,31977,1405,0,0,0
"Minnesota",2025,38,0.737973,237,66,32115,1467,4,1,0.34
"Minnesota",2025,39,0.798261,257,66,32195,1490,3,0,0.2
"Minnesota",2025,40,0.812951,349,112,42930,1866,0,1,0.05
"Minnesota",2025,41,1.00976,422,111,41792,1742,6,0,0.34
"Minnesota",2025,42,0.895522,363,112,40535,1588,4,0,0.25
"Minnesota",2025,43,0.802877,326,110,40604,1712,3,1,0.23
"Minnesota",2025,44,0.922903,376,112,40741,1561,13,1,0.9
"Minnesota",2025,45,0.962331,397,112,41254,1837,25,8,1.8
"Minnesota",2025,46,1.12572,458,112,40685,1960,48,9,2.91
"Minnesota",2025,47,1.3295,550,112,41369,2078,118,9,6.11
"Minnesota",2025,48,1.68601,616,111,36536,2145,239,13,11.75
"Minnesota",2025,49,1.97851,779,111,39373,2505,383,15,15.89
"Minnesota",2025,50,3.14216,1236,111,39336,2888,758,13,26.7
"Minnesota",2025,51,5.54095,2382,112,42989,4034,1654,31,41.77
"Minnesota",2025,52,8.43407,3321,112,39376,4476,1865,26,42.25
"Minnesota",2025,53,6.66562,2555,112,38331,4129,1323,20,32.53
"Minnesota",2026,1,4.39839,1963,103,44630,3629,935,37,26.78
"Minnesota",2026,2,3.49516,1401,102,40084,3032,594,43,21.01
"Minnesota",2026,3,3.03151,1143,103,37704,2676,422,51,17.68
"Minnesota",2026,4,2.89213,1096,104,37896,2605,356,69,16.31
"Minnesota",2026,5,2.64193,1041,103,39403,2744,277,105,13.92
"Minnesota",2026,6,2.85039,1169,103,41012,2799,196,234,15.36
"Minnesota",2026,7,3.07888,1135,101,36864,2926,164,312,16.27
"Minnesota",2026,8,2.80506,1154,103,41140,3018,120,393,17
"Minnesota",2026,9,2.85839,1179,102,41247,2999,81,487,18.94
"Minnesota",2026,10,2.8168,1135,103,40294,2895,29,464,17.03
"Minnesota",2026,11,2.36489,964,103,40763,2559,24,387,16.06
"Minnesota",2026,12,2.20705,902,103,40869,2279,19,300,14
"Minnesota",2026,13,1.85398,741,103,39968,2213,15,213,10.3
"Minnesota",2026,14,1.47205,592,102,40216,2071,14,153,8.06
"Minnesota",2026,15,1.23529,508,102,41124,1920,6,115,6.3
"Minnesota",2026,16,1.02636,440,101,42870,1654,4,69,4.41
"Minnesota",2026,17,0.993479,422,100,42477,783,1,17,2.3
"Mississippi",2015,40,2.15856,428,53,19828,140,1,0,0.71
"Mississippi",2015,41,2.57163,473,53,18393,147,2,0,1.36
"Mississippi",2015,42,2.59902,521,53,20046,148,1,0,0.68
"Mississippi",2015,43,2.55443,501,53,19613,177,2,0,1.13
"Mississippi",2015,44,2.38468,503,54,21093,165,1,0,0.61
"Mississippi",2015,45,2.73615,566,54,20686,176,5,1,3.41
"Mississippi",2015,46,3.16855,598,52,18873,209,1,0,0.48
"Mississippi",2015,47,3.37755,578,53,17113,191,2,0,1.05
"Mississippi",2015,48,3.32872,674,51,20248,182,4,1,2.75
"Mississippi",2015,49,3.09749,644,52,20791,179,2,0,1.12
"Mississippi",2015,50,3.18088,555,51,17448,157,3,0,1.91
"Mississippi",2015,51,3.73491,625,49,16734,153,1,0,0.65
"Mississippi",2015,52,3.25682,620,50,19037,159,1,0,0.63
"Mississippi",2016,1,2.65897,516,52,19406,139,2,0,1.44
"Mississippi",2016,2,2.4243,470,51,19387,119,2,0,1.68
"Mississippi",2016,3,2.8172,536,50,19026,134,3,1,2.99
"Mississippi",2016,4,3.15879,666,52,21084,136,4,0,2.94
"Mississippi",2016,5,2.87259,574,50,19982,113,1,2,2.65
"Mississippi",2016,6,3.51508,606,47,17240,138,6,2,5.8
"Mississippi",2016,7,3.54654,743,51,20950,179,18,1,10.61
"Mississippi",2016,8,4.57577,933,51,20390,180,20,5,13.89
"Mississippi",2016,9,4.8877,988,47,20214,245,25,7,13.06
"Mississippi",2016,10,5.35687,1053,50,19657,261,25,3,10.73
"Mississippi",2016,11,4.11273,772,49,18771,251,33,1,13.55
"Mississippi",2016,12,3.84615,791,52,20566,189,14,3,8.99
"Mississippi",2016,13,3.78362,633,47,16730,207,24,4,13.53
"Mississippi",2016,14,3.1701,648,51,20441,125,9,10,15.2
"Mississippi",2016,15,3.39072,648,50,19111,98,4,5,9.18
"Mississippi",2016,16,2.58117,539,50,20882,103,8,3,10.68
"Mississippi",2016,17,2.45303,521,51,21239,95,4,5,9.47
"Mississippi",2016,18,2.05388,401,50,19524,84,2,7,10.71
"Mississippi",2016,19,2.18008,415,49,19036,76,5,4,11.84
"Mississippi",2016,20,2.23964,400,46,17860,88,7,4,12.5
"Mississippi",2016,21,2.22658,386,44,17336,63,2,4,9.52
"Mississippi",2016,22,1.97856,347,47,17538,46,1,4,10.87
"Mississippi",2016,23,1.49065,271,48,18180,40,0,1,2.5
"Mississippi",2016,24,1.44634,264,48,18253,42,0,0,0
"Mississippi",2016,25,1.48546,263,48,17705,42,0,0,0
"Mississippi",2016,26,1.20597,189,48,15672,22,0,0,0
"Mississippi",2016,27,1.12159,201,47,17921,20,0,0,0
"Mississippi",2016,28,1.24944,225,49,18008,12,0,0,0
"Mississippi",2016,29,1.12422,203,47,18057,27,0,0,0
"Mississippi",2016,30,1.19877,203,45,16934,35,0,0,0
"Mississippi",2016,31,1.28663,216,45,16788,21,0,0,0
"Mississippi",2016,32,1.51692,260,47,17140,19,0,0,0
"Mississippi",2016,33,1.67972,298,41,17741,12,0,0,0
"Mississippi",2016,34,2.14676,385,43,17934,26,0,0,0
"Mississippi",2016,35,1.9484,290,39,14884,42,0,0,0
"Mississippi",2016,36,2.04315,376,46,18403,42,0,0,0
"Mississippi",2016,37,1.80416,283,45,15686,46,0,0,0
"Mississippi",2016,38,1.80599,342,44,18937,55,1,1,3.64
"Mississippi",2016,39,1.97368,360,46,18240,66,0,0,0
"Mississippi",2016,40,1.94482,375,48,19282,75,0,1,1.33
"Mississippi",2016,41,2.04569,394,50,19260,66,1,0,1.52
"Mississippi",2016,42,2.28732,424,49,18537,90,1,1,2.22
"Mississippi",2016,43,2.60329,511,49,19629,77,0,0,0
"Mississippi",2016,44,2.92228,555,50,18992,80,1,1,2.5
"Mississippi",2016,45,2.98825,575,49,19242,92,0,0,0
"Mississippi",2016,46,2.68891,432,49,16066,104,0,0,0
"Mississippi",2016,47,3.59271,603,51,16784,84,1,0,1.19
"Mississippi",2016,48,3.05013,536,45,17573,129,1,1,1.55
"Mississippi",2016,49,2.79641,442,46,15806,87,2,2,4.6
"Mississippi",2016,50,3.57419,554,44,15500,116,5,2,6.03
"Mississippi",2016,51,4.79193,722,45,15067,162,4,3,4.32
